dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
24/6-1 PEIK,,Production is unlikely,GAS/CONDENSATE,24/6-1,North sea,,,1985,,,,44174,,443,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44174,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44174
24/6-2 ALVHEIM,Aker BP ASA,Producing,OIL/GAS,24/6-2,North sea,ALVHEIM,08.10.2004,1998,,PRODUCTION LICENSE,203,45828,2845712,3397,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45828,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2845712
24/9-10 S (Caterpillar),Aker BP ASA,"Production likely, but unclarified",OIL,24/9-10 S,North sea,,,2011,,PRODUCTION LICENSE,340 BS,20415286,,6531,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20415286,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20415286
24/9-3,Aker BP ASA,Production is unlikely,OIL,24/9-3,North sea,,,1981,,PRODUCTION LICENSE,869,44180,,346,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44180,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44180
24/9-5 VOLUND,Aker BP ASA,Producing,OIL,24/9-5,North sea,VOLUND,18.01.2007,1994,,PRODUCTION LICENSE,150,44186,4380167,2244,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44186,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4380167
24/9-9 S BØYLA,Aker BP ASA,Producing,OIL,24/9-9 S,North sea,BØYLA,26.10.2012,2009,24/9-9 S BØYLA,PRODUCTION LICENSE,340,17237206,22492497,6222,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17237206,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=22492497
25/10-11,ConocoPhillips Skandinavia AS,Production is unlikely,GAS,25/10-11,North sea,,,2011,,PRODUCTION LICENSE,782 S,20499806,,6563,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20499806,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20499806
25/10-8 HANZ,Aker BP ASA,Approved for production,OIL/GAS,25/10-8,North sea,HANZ,30.06.2014,1997,,PRODUCTION LICENSE,028 B,44198,25307278,2955,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44198,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=25307278
25/1-1 FRIGG,Statoil Petroleum AS,Shut down,GAS,25/10-1,North sea,FRIGG,13.06.1974,1969,,PRODUCTION LICENSE,903,44204,43555,441,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44204,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43555
25/11-1 BALDER,ExxonMobil Exploration and Production Norway AS,Producing,OIL,25/11-1,North sea,BALDER,02.02.1996,1967,,PRODUCTION LICENSE,001,44210,43562,143,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44210,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43562
25/1-11 R (Storklakken),Aker BP ASA,"Production likely, but unclarified",OIL,25/1-11 R,North sea,,,2010,,PRODUCTION LICENSE,460,18086221,,6368,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18086221,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=18086221
25/11-15 GRANE,Statoil Petroleum AS,Producing,OIL,25/11-15,North sea,GRANE,14.06.2000,1991,,BUSINESS ARRANGEMENT AREA,GRANE UNIT,44216,1035937,1872,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44216,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1035937
25/11-16 SVALIN,Statoil Petroleum AS,Producing,OIL,25/11-16,North sea,SVALIN,23.11.2012,1992,,PRODUCTION LICENSE,169,44222,22507971,1920,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44222,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=22507971
25/11-24 (Jakob Sør),Statoil Petroleum AS,Production is unlikely,OIL,25/11-24,North sea,,,2007,,PRODUCTION LICENSE,169,4457094,,5470,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4457094,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4457094
25/11-27,Statoil Petroleum AS,"Production likely, but unclarified",OIL,25/11-27,North sea,,,2013,,PRODUCTION LICENSE,169 B2,23395692,,7179,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23395692,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23395692
25/1-4 NORDØST FRIGG,Statoil Petroleum AS,Shut down,GAS,25/1-4,North sea,NORDØST FRIGG,12.09.1980,1974,,PRODUCTION LICENSE,903,44228,43568,350,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44228,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43568
25/1-9 (Litjklakken),Aker BP ASA,Production is unlikely,OIL/GAS,25/1-9,North sea,,,1986,,PRODUCTION LICENSE,460,2786238,,1001,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2786238,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=2786238
25/2-1 ØST FRIGG,Aker BP ASA,Shut down,GAS,25/2-1,North sea,ØST FRIGG,14.12.1984,1973,,PRODUCTION LICENSE,873,44234,43576,353,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44234,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43576
25/2-10 S (Frigg-GammaDelta),Aker BP ASA,Production in clarification phase,OIL/GAS,25/2-10 S,North sea,,,1986,,PRODUCTION LICENSE,442,2429169,,855,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2429169,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=2429169
25/2-18 S (Langfjellet),Aker BP ASA,Production not evaluated,OIL,25/2-18 S,North sea,,,2016,,PRODUCTION LICENSE,442,28245710,,8023,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28245710,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=28245710
25/2-4 LILLE-FRIGG,Aker BP ASA,Shut down,GAS/CONDENSATE,25/2-4,North sea,LILLE-FRIGG,06.09.1991,1975,,PRODUCTION LICENSE,873,44240,43583,356,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44240,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43583
25/2-5 LILLE FRØY,Total E&P Norge AS,"Production likely, but unclarified",OIL/GAS,25/2-5,North sea,,,1976,,PRODUCTION LICENSE,026,44246,,357,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44246,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44246
25/4-1 HEIMDAL,Statoil Petroleum AS,Producing,GAS,25/4-1,North sea,HEIMDAL,10.06.1981,1972,,PRODUCTION LICENSE,036 BS,44252,43590,359,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44252,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43590
25/4-10 A,Aker BP ASA,Production is unlikely,GAS,25/4-10 A,North sea,,,2009,,PRODUCTION LICENSE,203,17312260,,6255,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17312260,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=17312260
25/4-2,Statoil Petroleum AS,Production is unlikely,OIL,25/4-2,North sea,,,1973,,PRODUCTION LICENSE,036 BS,21076955,,360,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21076955,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21076955
25/4-3 (Gekko),Aker BP ASA,"Production likely, but unclarified",OIL/GAS,25/4-3,North sea,,,1974,,PRODUCTION LICENSE,203,1630312,,361,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630312,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=1630312
25/4-6 S VALE,Centrica Resources (Norge) AS,Producing,GAS/CONDENSATE,25/4-6 S,North sea,VALE,23.03.2001,1991,,PRODUCTION LICENSE,036,44258,1578893,1703,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44258,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578893
25/4-9 S VILJE,Aker BP ASA,Producing,OIL,25/4-9 S,North sea,VILJE,18.03.2005,2003,,PRODUCTION LICENSE,036 D,2472606,3392471,4278,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472606,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3392471
25/5-1 FRØY,Aker BP ASA,Shut down,OIL,25/5-1,North sea,FRØY,18.05.1992,1987,25/5-1 FRØY,PRODUCTION LICENSE,364,44264,43597,884,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44264,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43597
25/5-3 SKIRNE,Total E&P Norge AS,Producing,GAS/CONDENSATE,25/5-3,North sea,SKIRNE,05.07.2002,1990,,PRODUCTION LICENSE,102,44270,2138816,1488,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44270,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2138816
25/5-5 (Tir),Total E&P Norge AS,Production is unlikely,OIL,25/5-5,North sea,,,1995,,PRODUCTION LICENSE,102 C,44282,,2661,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44282,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44282
25/5-7 ATLA,Total E&P Norge AS,Producing,GAS/CONDENSATE,25/5-7,North sea,ATLA,04.11.2011,2010,,PRODUCTION LICENSE,102 C,18404420,21106284,6423,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18404420,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21106284
25/5-9 (Trell),Total E&P Norge AS,"Production likely, but unclarified",OIL,25/5-9,North sea,,,2014,,PRODUCTION LICENSE,102 F,24567425,,7345,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24567425,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24567425
25/6-1,Total E&P Norge AS,Production is unlikely,OIL,25/6-1,North sea,,,1986,,PRODUCTION LICENSE,627,44288,,524,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44288,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44288
25/6-5 S (Skirne Øst),Total E&P Norge AS,Production is unlikely,GAS/CONDENSATE,25/6-5 S,North sea,,,2015,,PRODUCTION LICENSE,627,26336791,,7662,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26336791,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=26336791
25/7-2,ConocoPhillips Skandinavia AS,Production is unlikely,GAS/CONDENSATE,25/7-2,North sea,,,1990,,PRODUCTION LICENSE,782 S,44294,,1494,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44294,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44294
25/8-14 S,ExxonMobil Exploration and Production Norway AS,Producing,OIL,25/8-14 S,North sea,RINGHORNE ØST,25.11.2005,2003,,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,2472571,3505505,4805,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472571,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3505505
25/8-16 S (Eitri),,Production is unlikely,OIL,25/8-16 S,North sea,,,2009,,,,5506890,,6082,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506890,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5506890
25/8-17 JETTE,Aker BP ASA,Shut down,OIL,25/8-17,North sea,JETTE,17.02.2012,2009,,BUSINESS ARRANGEMENT AREA,JETTE UNIT,17238186,21613906,6185,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17238186,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21613906
25/8-4 (D-struktur),Statoil Petroleum AS,"Production likely, but unclarified",OIL,25/8-4,North sea,,,1992,,PRODUCTION LICENSE,169,44324,,1986,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44324,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44324
25/8-5 S JOTUN,ExxonMobil Exploration and Production Norway AS,Shut down,OIL,25/8-5 S,North sea,JOTUN,10.06.1997,1994,,BUSINESS ARRANGEMENT AREA,JOTUN UNIT,44330,43604,2390,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44330,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43604
25/8-9,Total E&P Norge AS,Production is unlikely,OIL,25/8-9,North sea,,,1997,,PRODUCTION LICENSE,627,44342,,2988,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44342,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44342
26/10-1 (Zulu Øst),Lundin Norway AS,Production not evaluated,GAS,26/10-1,North sea,,,2015,,PRODUCTION LICENSE,674 BS,26264822,,7609,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=26264822,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=26264822
29/3-1,Point Resources AS,Production is unlikely,OIL/GAS,29/3-1,North sea,,,1986,,PRODUCTION LICENSE,746 S,44348,,904,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44348,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44348
29/6 ISLAY,Total E&P UK Ltd,Producing,GAS,?,North sea,ISLAY,05.07.2010,2008,,BUSINESS ARRANGEMENT AREA,ISLAY UNIT,21104520,21105675,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21104520,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21105675
3/7-4 TRYM,Faroe Petroleum Norge AS,Producing,GAS/CONDENSATE,3/7-4,North sea,TRYM,26.03.2010,1990,,PRODUCTION LICENSE,147,44354,18081500,1467,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44354,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18081500
3/7-8 S (Trym Sør),DONG E&P Norge AS,Production is unlikely,OIL/GAS,3/7-8 S,North sea,,,2013,,PRODUCTION LICENSE,147,23286464,,7058,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23286464,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23286464
30/10-2 ODIN,Statoil Petroleum AS,Shut down,GAS,30/10-2,North sea,ODIN,18.07.1980,1974,,PRODUCTION LICENSE,903,44360,43610,392,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44360,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43610
30/10-6,,Production is unlikely,GAS,30/10-6,North sea,,,1992,,,,44366,,1816,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44366,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44366
30/11-7 (Fulla),Aker BP ASA,Production is unlikely,GAS/CONDENSATE,30/11-7,North sea,,,2009,,PRODUCTION LICENSE,873,5490395,,5919,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490395,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490395
30/11-8 S (Krafla),Statoil Petroleum AS,"Production likely, but unclarified",OIL,30/11-8 S,North sea,,,2011,,PRODUCTION LICENSE,035,20460100,,6540,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20460100,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20460100
30/2-1 HULDRA,Statoil Petroleum AS,Shut down,GAS/CONDENSATE,30/2-1,North sea,HULDRA,02.02.1999,1982,,PRODUCTION LICENSE,878,44372,97002,72,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44372,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=97002
30/3-2  VESLEFRIKK,Statoil Petroleum AS,Producing,OIL,30/3-2 R,North sea,VESLEFRIKK,02.06.1987,1981,,PRODUCTION LICENSE,052,44378,43618,508,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44378,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43618
30/3-9,Faroe Petroleum Norge AS,Production is unlikely,GAS/CONDENSATE,30/3-9,North sea,,,2000,,PRODUCTION LICENSE,825,1036262,,4053,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1036262,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=1036262
30/5-3 A,Statoil Petroleum AS,Production is unlikely,GAS,30/5-3 A,North sea,,,2009,,PRODUCTION LICENSE,309 C,5490728,,6055,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490728,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490728
30/5-3 S (Corvus),Statoil Petroleum AS,"Production likely, but unclarified",GAS,30/5-3 S,North sea,,,2009,,PRODUCTION LICENSE,309 C,5490430,,6043,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5490430,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5490430
30/6-1 OSEBERG,Statoil Petroleum AS,Producing,OIL/GAS,30/6-1,North sea,OSEBERG,05.06.1984,1979,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44396,43625,380,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44396,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43625
30/6-16,Statoil Petroleum AS,Production is unlikely,OIL,30/6-16,North sea,,,1985,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44414,,333,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44414,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44414
30/6-5 OSEBERG ØST,Statoil Petroleum AS,Producing,OIL,30/6-5,North sea,OSEBERG ØST,11.10.1996,1981,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44438,43639,118,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44438,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43639
30/7-6 MARTIN LINGE,Total E&P Norge AS,Approved for production,GAS,30/7-6 R,North sea,MARTIN LINGE,11.06.2012,1978,,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,44450,21675447,507,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44450,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21675447
