dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
6608/11-4 LINERLE,,Included in other discovery,OIL,6608/11-4,Norwegian sea,,,2004,6608/11-2 (Falk),,,2820030,,4939,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2820030,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=2820030
6706/12-1,Statoil Petroleum AS,Included in other discovery,GAS,6706/12-1,Norwegian sea,AASTA HANSTEEN,07.06.2013,2008,6707/10-1 AASTA HANSTEEN,PRODUCTION LICENSE,218,5010082,23395946,5867,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010082,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23395946
6707/10-2 S,Statoil Petroleum AS,Included in other discovery,GAS,6707/10-2 S,Norwegian sea,AASTA HANSTEEN,07.06.2013,2008,6707/10-1 AASTA HANSTEEN,PRODUCTION LICENSE,218,5081127,23395946,5918,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5081127,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23395946
7/11-7,ConocoPhillips Skandinavia AS,Included in other discovery,OIL,7/11-7,North sea,COD,08.10.1984,1983,7/11-1 COD,PRODUCTION LICENSE,018,23296230,43785,57,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23296230,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43785
7120/12-3 (Alke Nord),Eni Norge AS,Included in other discovery,GAS,7120/12-3,Barents sea,,,1983,7120/12-2 (Alke Sør),PRODUCTION LICENSE,489,45008,,8,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45008,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45008
7120/7-1 ASKELADD VEST,Statoil Petroleum AS,Included in other discovery,GAS,7120/7-1,Barents sea,SNØHVIT,07.03.2002,1982,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45014,2053062,85,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45014,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7120/7-2 ASKELADD SENTRAL,Statoil Petroleum AS,Included in other discovery,GAS,7120/7-2,Barents sea,SNØHVIT,07.03.2002,1983,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45020,2053062,18,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45020,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7120/8-1 ASKELADD,Statoil Petroleum AS,Included in other discovery,GAS,7120/8-1,Barents sea,SNØHVIT,07.03.2002,1981,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45026,2053062,120,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45026,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7120/9-1 ALBATROSS,Statoil Petroleum AS,Included in other discovery,GAS,7120/9-1,Barents sea,SNØHVIT,07.03.2002,1982,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45032,2053062,82,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45032,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7121/4-2 SNØHVIT NORD,Statoil Petroleum AS,Included in other discovery,GAS,7121/4-2,Barents sea,SNØHVIT,01.12.2006,1985,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45044,2053062,461,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45044,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7121/7-2 ALBATROSS SØR,Statoil Petroleum AS,Included in other discovery,GAS,7121/7-2,Barents sea,SNØHVIT,07.03.2002,1986,7121/4-1 SNØHVIT,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45062,2053062,881,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45062,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7122/7-3,Eni Norge AS,Included in other discovery,OIL,7122/7-3,Barents sea,GOLIAT,18.06.2009,2006,7122/7-1 GOLIAT,PRODUCTION LICENSE,229,4001397,5774394,5214,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4001397,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5774394
7122/7-4 S KLAPPMYS,Eni Norge AS,Included in other discovery,OIL,7122/7-4 S,Barents sea,GOLIAT,18.06.2009,2006,7122/7-1 GOLIAT,PRODUCTION LICENSE,229,4213452,5774394,5406,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4213452,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5774394
7220/7-1 JOHAN CASTBERG,Statoil Petroleum AS,Included in other discovery,OIL/GAS,7220/7-1,Barents sea,,,2012,7220/8-1 JOHAN CASTBERG,PRODUCTION LICENSE,532,21334480,,6756,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21334480,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21334480
7220/7-3 S (Drivis),Statoil Petroleum AS,Included in other discovery,OIL/GAS,7220/7-3 S,Barents sea,,,2014,7220/8-1 JOHAN CASTBERG,PRODUCTION LICENSE,532,24624378,,7414,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24624378,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24624378
7324/7-2 (Hanssen),OMV (Norge) AS,Included in other discovery,OIL,7324/7-2,Barents sea,,,2014,7324/8-1 (Wisting),PRODUCTION LICENSE,537,24700556,,7450,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24700556,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24700556
9/2-3,Repsol Norge AS,Included in other discovery,OIL,9/2-3,North sea,YME,06.01.1995,1990,9/2-1 YME,PRODUCTION LICENSE,316,45104,43807,1294,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45104,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
9/2-6 S,Repsol Norge AS,Included in other discovery,OIL,9/2-6 S,North sea,YME,05.05.1998,1996,9/2-1 YME,PRODUCTION LICENSE,316,45110,43807,2867,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45110,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
9/2-7 S,Repsol Norge AS,Included in other discovery,OIL,9/2-7 S,North sea,YME,05.05.1998,1997,9/2-1 YME,PRODUCTION LICENSE,316,45116,43807,3087,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45116,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
9/2-9 S,Repsol Norge AS,Included in other discovery,OIL,9/2-9 S,North sea,YME,10.11.1999,1999,9/2-1 YME,PRODUCTION LICENSE,316,112160,43807,3703,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=112160,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
